40	133681	127723.30374916623	1891	0	1.004115104675293	1	
40	133681	127723.30374916623	1882	0	1.0011065006256104	1	
40	133681	127723.30374916623	786	0	0.5000250339508057	1	
40	133681	127723.30374916623	771	0	0.504671573638916	1	
40	133681	127723.30374916623	708	0	0.5102388858795166	1	
40	133681	127723.30374916623	187	0	0.11427187919616699	1	
40	133681	127723.30374916623	97	0	0.10149717330932617	1	
40	133681	127723.30374916623	97	0	0.10912132263183594	1	
40	133681	127723.30374916623	182	0	0.10938024520874023	1	
40	133681	127723.30374916623	187	0	0.11190414428710938	1	
40	133681	127723.30374916623	187	0	0.11288952827453613	1	
40	133681	127723.30374916623	187	0	0.11358761787414551	1	
40	133681	127723.30374916623	196	0	0.10448813438415527	1	
40	133681	127723.30374916623	176	0	0.10425519943237305	1	
40	133681	127723.30374916623	164	0	0.10103249549865723	1	
40	133681	127723.30374916623	168	0	0.10068225860595703	1	
40	133681	127723.30374916623	204	0	0.10937976837158203	1	
40	133681	127723.30374916623	187	0	0.10937809944152832	1	
40	133681	127723.30374916623	168	0	0.10938191413879395	1	
40	133681	127723.30374916623	182	0	0.10938048362731934	1	
40	133681	127723.30374916623	182	0	0.10938382148742676	1	
40	133681	127723.30374916623	176	0	0.10615229606628418	1	
40	133681	127723.30374916623	182	0	0.10938096046447754	1	
40	133681	127723.30374916623	187	0	0.10162210464477539	1	
40	133681	127723.30374916623	182	0	0.10938262939453125	1	
40	133681	127723.30374916623	182	0	0.11197543144226074	1	
40	133681	127723.30374916623	196	0	0.10937857627868652	1	
40	133681	127723.30374916623	164	0	0.10937929153442383	1	
40	133681	127723.30374916623	187	0	0.11554765701293945	1	
40	133681	127723.30374916623	204	0	0.10937857627868652	1	
40	133681	127723.30374916623	182	0	0.10938191413879395	1	
40	133681	127723.30374916623	187	0	0.10938000679016113	1	
40	133681	127723.30374916623	182	0	0.10938048362731934	1	
40	133681	127723.30374916623	182	0	0.10938048362731934	1	
40	133681	127723.30374916623	182	0	0.10863375663757324	1	
40	133681	127723.30374916623	164	0	0.10287904739379883	1	
40	133681	127723.30374916623	182	0	0.10938072204589844	1	
40	133681	127723.30374916623	182	0	0.10937905311584473	1	
40	133681	127723.30374916623	868303	0	1800.0151331424713	1	
40	133681	127723.30374916623	1935	0	1.0000522136688232	1	
40	133681	127723.30374916623	838936	0	1800.01078414917	1	
40	133681	127723.30374916623	860496	0	1800.0284790992737	1	
40	36918	36681.62931637578	349780	8	1710.3985543251038	1->13->14->4->3->16->10->6->35->18->11->12->40->5->25->38->20->36->29->23->34->37->30->27->28->39->21->33->9->2->26->8->19->22->7->32->15->24->17->31
